User_id,Date,itemDescription,year,month,day,day_of_week
3899,2014-04-22,brown bread,2014,4,22,1
2760,2014-04-22,bottled water,2014,4,22,1
4112,2014-04-22,tropical fruit,2014,4,22,1
2868,2014-04-22,soda,2014,4,22,1
4584,2014-04-22,other vegetables,2014,4,22,1
4389,2014-04-22,chicken,2014,4,22,1
3899,2014-04-22,white bread,2014,4,22,1
4659,2014-04-22,grapes,2014,4,22,1
4596,2014-04-22,beverages,2014,4,22,1
2673,2014-04-22,coffee,2014,4,22,1
4624,2014-04-22,frozen vegetables,2014,4,22,1
2991,2014-04-22,UHT-milk,2014,4,22,1
3288,2014-04-22,pip fruit,2014,4,22,1
2320,2014-04-22,tropical fruit,2014,4,22,1
4389,2014-04-22,fruit/vegetable juice,2014,4,22,1
1735,2014-04-22,curd,2014,4,22,1
2868,2014-04-22,other vegetables,2014,4,22,1
4112,2014-04-22,frozen vegetables,2014,4,22,1
2760,2014-04-22,frozen potato products,2014,4,22,1
2952,2014-04-22,hygiene articles,2014,4,22,1
4584,2014-04-22,bottled beer,2014,4,22,1
3003,2014-04-22,seasonal products,2014,4,22,1
2310,2014-04-22,whole milk,2014,4,22,1
2917,2014-04-22,ham,2014,4,22,1
4126,2014-04-22,other vegetables,2014,4,22,1
1905,2014-04-22,photo/film,2014,4,22,1
1380,2014-04-22,canned vegetables,2014,4,22,1
4484,2014-04-23,shopping bags,2014,4,23,2
3287,2014-04-23,napkins,2014,4,23,2
4100,2014-04-23,whole milk,2014,4,23,2
4021,2014-04-23,newspapers,2014,4,23,2
1770,2014-04-23,whole milk,2014,4,23,2
2724,2014-04-23,pastry,2014,4,23,2
1653,2014-04-23,pastry,2014,4,23,2
4084,2014-04-23,packaged fruit/vegetables,2014,4,23,2
3148,2014-04-23,UHT-milk,2014,4,23,2
1786,2014-04-23,specialty bar,2014,4,23,2
4582,2014-04-23,cat food,2014,4,23,2
4109,2014-04-23,margarine,2014,4,23,2
2673,2014-04-23,soda,2014,4,23,2
2301,2014-04-23,waffles,2014,4,23,2
3938,2014-04-23,canned vegetables,2014,4,23,2
2724,2014-04-23,rolls/buns,2014,4,23,2
1653,2014-04-23,flour,2014,4,23,2
4021,2014-04-23,napkins,2014,4,23,2
4100,2014-04-23,dental care,2014,4,23,2
3287,2014-04-23,pastry,2014,4,23,2
4484,2014-04-23,bottled water,2014,4,23,2
1786,2014-04-23,misc. beverages,2014,4,23,2
4109,2014-04-23,margarine,2014,4,23,2
3148,2014-04-23,margarine,2014,4,23,2
4819,2014-04-23,sugar,2014,4,23,2
3107,2014-04-23,canned beer,2014,4,23,2
3903,2014-04-23,rolls/buns,2014,4,23,2
4080,2014-04-23,whipped/sour cream,2014,4,23,2
4599,2014-04-23,chocolate,2014,4,23,2
3521,2014-04-23,butter milk,2014,4,23,2
2301,2014-04-23,yogurt,2014,4,23,2
3938,2014-04-23,chicken,2014,4,23,2
4819,2014-04-23,meat spreads,2014,4,23,2
4825,2014-04-23,soda,2014,4,23,2
4080,2014-04-23,citrus fruit,2014,4,23,2
4599,2014-04-23,pastry,2014,4,23,2
3107,2014-04-23,bottled water,2014,4,23,2
2673,2014-04-23,root vegetables,2014,4,23,2
3148,2014-04-23,ham,2014,4,23,2
4820,2014-04-23,onions,2014,4,23,2
2724,2014-04-23,tropical fruit,2014,4,23,2
4825,2014-04-23,citrus fruit,2014,4,23,2
4084,2014-04-23,fruit/vegetable juice,2014,4,23,2
4820,2014-04-23,long life bakery product,2014,4,23,2
4819,2014-04-23,domestic eggs,2014,4,23,2
2301,2014-04-23,pastry,2014,4,23,2
3938,2014-04-23,whipped/sour cream,2014,4,23,2
3521,2014-04-23,other vegetables,2014,4,23,2
3903,2014-04-23,fruit/vegetable juice,2014,4,23,2
1770,2014-04-23,other vegetables,2014,4,23,2
4582,2014-04-23,bottled beer,2014,4,23,2
1653,2014-04-23,hamburger meat,2014,4,23,2
4515,2014-04-24,soda,2014,4,24,3
1904,2014-04-24,other vegetables,2014,4,24,3
2195,2014-04-24,margarine,2014,4,24,3
1479,2014-04-24,liquor (appetizer),2014,4,24,3
1544,2014-04-24,brown bread,2014,4,24,3
1028,2014-04-24,baking powder,2014,4,24,3
4426,2014-04-24,ice cream,2014,4,24,3
1190,2014-04-24,bottled beer,2014,4,24,3
4991,2014-04-24,pasta,2014,4,24,3
2147,2014-04-24,popcorn,2014,4,24,3
3022,2014-04-24,yogurt,2014,4,24,3
2141,2014-04-24,sugar,2014,4,24,3
3186,2014-04-24,misc. beverages,2014,4,24,3
3790,2014-04-24,yogurt,2014,4,24,3
4492,2014-04-24,brown bread,2014,4,24,3
3207,2014-04-24,sparkling wine,2014,4,24,3
3325,2014-04-24,UHT-milk,2014,4,24,3
1028,2014-04-24,onions,2014,4,24,3
1935,2014-04-24,yogurt,2014,4,24,3
2141,2014-04-24,butter,2014,4,24,3
2990,2014-04-24,sugar,2014,4,24,3
1085,2014-04-24,soda,2014,4,24,3
2233,2014-04-24,domestic eggs,2014,4,24,3
1028,2014-04-24,bottled water,2014,4,24,3
3186,2014-04-24,long life bakery product,2014,4,24,3
4492,2014-04-24,chocolate,2014,4,24,3
3325,2014-04-24,cream cheese ,2014,4,24,3
2937,2014-04-24,dishes,2014,4,24,3
4946,2014-04-24,fruit/vegetable juice,2014,4,24,3
4946,2014-04-24,fruit/vegetable juice,2014,4,24,3
3207,2014-04-24,yogurt,2014,4,24,3
2937,2014-04-24,yogurt,2014,4,24,3
4946,2014-04-24,bottled beer,2014,4,24,3
1935,2014-04-24,sweet spreads,2014,4,24,3
2217,2014-04-24,curd,2014,4,24,3
2233,2014-04-24,tropical fruit,2014,4,24,3
4117,2014-04-24,citrus fruit,2014,4,24,3
1269,2014-04-24,tropical fruit,2014,4,24,3
2504,2014-04-24,whole milk,2014,4,24,3
2990,2014-04-24,turkey,2014,4,24,3
1085,2014-04-24,other vegetables,2014,4,24,3
1935,2014-04-24,other vegetables,2014,4,24,3
2217,2014-04-24,whipped/sour cream,2014,4,24,3
2937,2014-04-24,sausage,2014,4,24,3
2141,2014-04-24,rolls/buns,2014,4,24,3
3022,2014-04-24,whole milk,2014,4,24,3
4426,2014-04-24,whole milk,2014,4,24,3
2147,2014-04-24,tropical fruit,2014,4,24,3
4991,2014-04-24,yogurt,2014,4,24,3
4494,2014-04-24,beef,2014,4,24,3
3790,2014-04-24,Instant food products,2014,4,24,3
1190,2014-04-24,hamburger meat,2014,4,24,3
1085,2014-04-24,shopping bags,2014,4,24,3
2504,2014-04-24,pip fruit,2014,4,24,3
1269,2014-04-24,root vegetables,2014,4,24,3
4494,2014-04-24,newspapers,2014,4,24,3
4117,2014-04-24,candy,2014,4,24,3
2990,2014-04-24,curd,2014,4,24,3
1544,2014-04-24,root vegetables,2014,4,24,3
1904,2014-04-24,newspapers,2014,4,24,3
2195,2014-04-24,misc. beverages,2014,4,24,3
1479,2014-04-24,tropical fruit,2014,4,24,3
4515,2014-04-24,other vegetables,2014,4,24,3
2233,2014-04-24,other vegetables,2014,4,24,3
1028,2014-04-24,rolls/buns,2014,4,24,3
2307,2014-04-25,soft cheese,2014,4,25,4
4736,2014-04-25,seasonal products,2014,4,25,4
1508,2014-04-25,pot plants,2014,4,25,4
4160,2014-04-25,frozen vegetables,2014,4,25,4
1466,2014-04-25,popcorn,2014,4,25,4
4445,2014-04-25,light bulbs,2014,4,25,4
2930,2014-04-25,other vegetables,2014,4,25,4
1274,2014-04-25,cream cheese ,2014,4,25,4
3181,2014-04-25,bottled beer,2014,4,25,4
4444,2014-04-25,long life bakery product,2014,4,25,4
3782,2014-04-25,tropical fruit,2014,4,25,4
3835,2014-04-25,seasonal products,2014,4,25,4
1598,2014-04-25,rolls/buns,2014,4,25,4
1598,2014-04-25,cream cheese ,2014,4,25,4
4041,2014-04-25,canned fish,2014,4,25,4
1574,2014-04-25,margarine,2014,4,25,4
3782,2014-04-25,rolls/buns,2014,4,25,4
2137,2014-04-25,napkins,2014,4,25,4
4041,2014-04-25,white bread,2014,4,25,4
4445,2014-04-25,long life bakery product,2014,4,25,4
1719,2014-04-25,sliced cheese,2014,4,25,4
1114,2014-04-25,salty snack,2014,4,25,4
4444,2014-04-25,pastry,2014,4,25,4
1114,2014-04-25,brown bread,2014,4,25,4
2137,2014-04-25,canned vegetables,2014,4,25,4
1719,2014-04-25,curd,2014,4,25,4
3437,2014-04-25,canned vegetables,2014,4,25,4
2671,2014-04-25,whole milk,2014,4,25,4
3157,2014-04-25,sausage,2014,4,25,4
3028,2014-04-25,frankfurter,2014,4,25,4
2648,2014-04-25,root vegetables,2014,4,25,4
3828,2014-04-25,whole milk,2014,4,25,4
1574,2014-04-25,cat food,2014,4,25,4
1574,2014-04-25,hamburger meat,2014,4,25,4
1719,2014-04-25,soda,2014,4,25,4
1114,2014-04-25,chocolate,2014,4,25,4
4444,2014-04-25,other vegetables,2014,4,25,4
1274,2014-04-25,tidbits,2014,4,25,4
2930,2014-04-25,soda,2014,4,25,4
1466,2014-04-25,root vegetables,2014,4,25,4
2671,2014-04-25,pip fruit,2014,4,25,4
3028,2014-04-25,whole milk,2014,4,25,4
3782,2014-04-25,meat spreads,2014,4,25,4
4160,2014-04-25,bottled beer,2014,4,25,4
1508,2014-04-25,brown bread,2014,4,25,4
4736,2014-04-25,pastry,2014,4,25,4
2307,2014-04-25,fruit/vegetable juice,2014,4,25,4
3181,2014-04-25,pastry,2014,4,25,4
3835,2014-04-25,soda,2014,4,25,4
3437,2014-04-25,soda,2014,4,25,4
3157,2014-04-25,whole milk,2014,4,25,4
2648,2014-04-25,packaged fruit/vegetables,2014,4,25,4
3828,2014-04-25,cat food,2014,4,25,4
4445,2014-04-25,rolls/buns,2014,4,25,4
2555,2014-04-26,brown bread,2014,4,26,5
4488,2014-04-26,soda,2014,4,26,5
1286,2014-04-26,domestic eggs,2014,4,26,5
4862,2014-04-26,flower (seeds),2014,4,26,5
1496,2014-04-26,hygiene articles,2014,4,26,5
2897,2014-04-26,chocolate,2014,4,26,5
2611,2014-04-26,domestic eggs,2014,4,26,5
1128,2014-04-26,domestic eggs,2014,4,26,5
4343,2014-04-26,rolls/buns,2014,4,26,5
3674,2014-04-26,frozen vegetables,2014,4,26,5
1286,2014-04-26,pickled vegetables,2014,4,26,5
3989,2014-04-26,ready soups,2014,4,26,5
4862,2014-04-26,whole milk,2014,4,26,5
4343,2014-04-26,soap,2014,4,26,5
2611,2014-04-26,packaged fruit/vegetables,2014,4,26,5
3989,2014-04-26,baking powder,2014,4,26,5
4578,2014-04-26,shopping bags,2014,4,26,5
1002,2014-04-26,whole milk,2014,4,26,5
4073,2014-04-26,misc. beverages,2014,4,26,5
4343,2014-04-26,specialty cheese,2014,4,26,5
1856,2014-04-26,whole milk,2014,4,26,5
2778,2014-04-26,yogurt,2014,4,26,5
4343,2014-04-26,pastry,2014,4,26,5
1856,2014-04-26,chocolate,2014,4,26,5
1002,2014-04-26,butter,2014,4,26,5
1496,2014-04-26,root vegetables,2014,4,26,5
2611,2014-04-26,chewing gum,2014,4,26,5
4073,2014-04-26,detergent,2014,4,26,5
4488,2014-04-26,beverages,2014,4,26,5
2555,2014-04-26,brown bread,2014,4,26,5
2897,2014-04-26,whole milk,2014,4,26,5
1128,2014-04-26,liquor,2014,4,26,5
4578,2014-04-26,root vegetables,2014,4,26,5
3674,2014-04-26,shopping bags,2014,4,26,5
1286,2014-04-26,pork,2014,4,26,5
2778,2014-04-26,pip fruit,2014,4,26,5
3908,2014-04-27,pastry,2014,4,27,6
2133,2014-04-27,other vegetables,2014,4,27,6
3826,2014-04-27,shopping bags,2014,4,27,6
3779,2014-04-27,meat spreads,2014,4,27,6
4337,2014-04-27,coffee,2014,4,27,6
2070,2014-04-27,domestic eggs,2014,4,27,6
2242,2014-04-27,napkins,2014,4,27,6
2958,2014-04-27,softener,2014,4,27,6
2802,2014-04-27,chocolate,2014,4,27,6
2908,2014-04-27,yogurt,2014,4,27,6
1563,2014-04-27,waffles,2014,4,27,6
4337,2014-04-27,specialty bar,2014,4,27,6
2242,2014-04-27,rolls/buns,2014,4,27,6
4337,2014-04-27,shopping bags,2014,4,27,6
2070,2014-04-27,cake bar,2014,4,27,6
2908,2014-04-27,flour,2014,4,27,6
2381,2014-04-27,yogurt,2014,4,27,6
4958,2014-04-27,waffles,2014,4,27,6
2242,2014-04-27,liquor (appetizer),2014,4,27,6
2070,2014-04-27,napkins,2014,4,27,6
2908,2014-04-27,rolls/buns,2014,4,27,6
2802,2014-04-27,white wine,2014,4,27,6
3439,2014-04-27,soda,2014,4,27,6
1563,2014-04-27,long life bakery product,2014,4,27,6
2126,2014-04-27,brandy,2014,4,27,6
2070,2014-04-27,root vegetables,2014,4,27,6
3778,2014-04-27,specialty chocolate,2014,4,27,6
1682,2014-04-27,fruit/vegetable juice,2014,4,27,6
2745,2014-04-27,root vegetables,2014,4,27,6
4833,2014-04-27,whole milk,2014,4,27,6
2381,2014-04-27,pip fruit,2014,4,27,6
1844,2014-04-27,pip fruit,2014,4,27,6
3778,2014-04-27,pip fruit,2014,4,27,6
1682,2014-04-27,liquor,2014,4,27,6
2126,2014-04-27,other vegetables,2014,4,27,6
3439,2014-04-27,whole milk,2014,4,27,6
2958,2014-04-27,butter,2014,4,27,6
2242,2014-04-27,yogurt,2014,4,27,6
4958,2014-04-27,chicken,2014,4,27,6
2908,2014-04-27,pip fruit,2014,4,27,6
4337,2014-04-27,root vegetables,2014,4,27,6
1844,2014-04-27,pastry,2014,4,27,6
4958,2014-04-27,margarine,2014,4,27,6
4833,2014-04-27,rolls/buns,2014,4,27,6
2381,2014-04-27,processed cheese,2014,4,27,6
3908,2014-04-27,flour,2014,4,27,6
2133,2014-04-27,tropical fruit,2014,4,27,6
3826,2014-04-27,coffee,2014,4,27,6
3779,2014-04-27,whole milk,2014,4,27,6
2745,2014-04-27,dessert,2014,4,27,6
2838,2014-04-28,waffles,2014,4,28,0
1279,2014-04-28,pastry,2014,4,28,0
2847,2014-04-28,spices,2014,4,28,0
3136,2014-04-28,flour,2014,4,28,0
1207,2014-04-28,pickled vegetables,2014,4,28,0
4213,2014-04-28,seasonal products,2014,4,28,0
1207,2014-04-28,shopping bags,2014,4,28,0
2047,2014-04-28,waffles,2014,4,28,0
1279,2014-04-28,sliced cheese,2014,4,28,0
1215,2014-04-28,sauces,2014,4,28,0
1034,2014-04-28,frozen meals,2014,4,28,0
4252,2014-04-28,dog food,2014,4,28,0
2047,2014-04-28,semi-finished bread,2014,4,28,0
1551,2014-04-28,instant coffee,2014,4,28,0
2847,2014-04-28,chocolate,2014,4,28,0
2950,2014-04-28,whole milk,2014,4,28,0
1551,2014-04-28,mayonnaise,2014,4,28,0
1776,2014-04-28,butter,2014,4,28,0
1215,2014-04-28,yogurt,2014,4,28,0
1373,2014-04-28,soda,2014,4,28,0
2787,2014-04-28,long life bakery product,2014,4,28,0
3804,2014-04-28,frankfurter,2014,4,28,0
4252,2014-04-28,bottled water,2014,4,28,0
2077,2014-04-28,male cosmetics,2014,4,28,0
1373,2014-04-28,tea,2014,4,28,0
2787,2014-04-28,chocolate,2014,4,28,0
1776,2014-04-28,margarine,2014,4,28,0
2950,2014-04-28,liquor,2014,4,28,0
1034,2014-04-28,bottled water,2014,4,28,0
2847,2014-04-28,hamburger meat,2014,4,28,0
3136,2014-04-28,soda,2014,4,28,0
1207,2014-04-28,ham,2014,4,28,0
4213,2014-04-28,other vegetables,2014,4,28,0
3804,2014-04-28,rolls/buns,2014,4,28,0
1034,2014-04-28,domestic eggs,2014,4,28,0
4252,2014-04-28,shopping bags,2014,4,28,0
2077,2014-04-28,hard cheese,2014,4,28,0
2838,2014-04-28,liver loaf,2014,4,28,0
3027,2014-04-29,frozen vegetables,2014,4,29,1
1657,2014-04-29,frozen meals,2014,4,29,1
4404,2014-04-29,root vegetables,2014,4,29,1
1864,2014-04-29,domestic eggs,2014,4,29,1
3749,2014-04-29,canned beer,2014,4,29,1
3975,2014-04-29,soda,2014,4,29,1
1864,2014-04-29,softener,2014,4,29,1
1946,2014-04-29,shopping bags,2014,4,29,1
4404,2014-04-29,cream cheese ,2014,4,29,1
3749,2014-04-29,specialty cheese,2014,4,29,1
3975,2014-04-29,liquor,2014,4,29,1
3175,2014-04-29,rolls/buns,2014,4,29,1
1389,2014-04-29,tea,2014,4,29,1
3175,2014-04-29,rolls/buns,2014,4,29,1
3458,2014-04-29,pastry,2014,4,29,1
1946,2014-04-29,cooking chocolate,2014,4,29,1
2996,2014-04-29,butter milk,2014,4,29,1
2629,2014-04-29,frozen vegetables,2014,4,29,1
4067,2014-04-29,tropical fruit,2014,4,29,1
4028,2014-04-29,tropical fruit,2014,4,29,1
1512,2014-04-29,bottled beer,2014,4,29,1
2996,2014-04-29,coffee,2014,4,29,1
2629,2014-04-29,onions,2014,4,29,1
3458,2014-04-29,sausage,2014,4,29,1
2181,2014-04-29,frankfurter,2014,4,29,1
3027,2014-04-29,other vegetables,2014,4,29,1
1657,2014-04-29,frozen meals,2014,4,29,1
2181,2014-04-29,UHT-milk,2014,4,29,1
4067,2014-04-29,condensed milk,2014,4,29,1
4028,2014-04-29,red/blush wine,2014,4,29,1
1389,2014-04-29,other vegetables,2014,4,29,1
1512,2014-04-29,fruit/vegetable juice,2014,4,29,1
4785,2014-04-30,shopping bags,2014,4,30,2
1810,2014-04-30,domestic eggs,2014,4,30,2
1999,2014-04-30,frozen vegetables,2014,4,30,2
1444,2014-04-30,yogurt,2014,4,30,2
4401,2014-04-30,hygiene articles,2014,4,30,2
4193,2014-04-30,whole milk,2014,4,30,2
4391,2014-04-30,shopping bags,2014,4,30,2
1205,2014-04-30,oil,2014,4,30,2
1325,2014-04-30,soda,2014,4,30,2
1163,2014-04-30,frozen vegetables,2014,4,30,2
2701,2014-04-30,salt,2014,4,30,2
4403,2014-04-30,dental care,2014,4,30,2
1053,2014-04-30,soda,2014,4,30,2
3703,2014-04-30,house keeping products,2014,4,30,2
2875,2014-04-30,herbs,2014,4,30,2
3511,2014-04-30,soda,2014,4,30,2
1810,2014-04-30,bottled water,2014,4,30,2
3784,2014-04-30,whipped/sour cream,2014,4,30,2
3703,2014-04-30,curd,2014,4,30,2
2562,2014-04-30,frozen meals,2014,4,30,2
2994,2014-04-30,rolls/buns,2014,4,30,2
4799,2014-04-30,butter milk,2014,4,30,2
1999,2014-04-30,cream cheese ,2014,4,30,2
1810,2014-04-30,curd,2014,4,30,2
3511,2014-04-30,newspapers,2014,4,30,2
1520,2014-04-30,berries,2014,4,30,2
4039,2014-04-30,beverages,2014,4,30,2
3784,2014-04-30,waffles,2014,4,30,2
2562,2014-04-30,whole milk,2014,4,30,2
2994,2014-04-30,curd,2014,4,30,2
2991,2014-04-30,tropical fruit,2014,4,30,2
2562,2014-04-30,nut snack,2014,4,30,2
3703,2014-04-30,sausage,2014,4,30,2
2994,2014-04-30,curd,2014,4,30,2
4799,2014-04-30,pot plants,2014,4,30,2
3784,2014-04-30,root vegetables,2014,4,30,2
1520,2014-04-30,other vegetables,2014,4,30,2
4799,2014-04-30,spread cheese,2014,4,30,2
1163,2014-04-30,white bread,2014,4,30,2
1325,2014-04-30,napkins,2014,4,30,2
1205,2014-04-30,whole milk,2014,4,30,2
4193,2014-04-30,ketchup,2014,4,30,2
4391,2014-04-30,meat spreads,2014,4,30,2
3812,2014-04-30,bottled water,2014,4,30,2
4401,2014-04-30,butter,2014,4,30,2
4403,2014-04-30,tropical fruit,2014,4,30,2
3703,2014-04-30,soda,2014,4,30,2
2562,2014-04-30,long life bakery product,2014,4,30,2
2991,2014-04-30,salt,2014,4,30,2
2875,2014-04-30,brown bread,2014,4,30,2
4039,2014-04-30,whole milk,2014,4,30,2
3812,2014-04-30,whole milk,2014,4,30,2
2701,2014-04-30,chocolate marshmallow,2014,4,30,2
4785,2014-04-30,shopping bags,2014,4,30,2
1810,2014-04-30,butter,2014,4,30,2
1999,2014-04-30,soft cheese,2014,4,30,2
1444,2014-04-30,pip fruit,2014,4,30,2
1053,2014-04-30,soda,2014,4,30,2
2129,2014-05-01,coffee,2014,5,1,3
3425,2014-05-01,soda,2014,5,1,3
2982,2014-05-01,sugar,2014,5,1,3
2847,2014-05-01,processed cheese,2014,5,1,3
2618,2014-05-01,whipped/sour cream,2014,5,1,3
4442,2014-05-01,baking powder,2014,5,1,3
2193,2014-05-01,bottled beer,2014,5,1,3
2174,2014-05-01,bottled water,2014,5,1,3
4601,2014-05-01,yogurt,2014,5,1,3
3814,2014-05-01,red/blush wine,2014,5,1,3
3639,2014-05-01,flower (seeds),2014,5,1,3
4823,2014-05-01,frozen meals,2014,5,1,3
2725,2014-05-01,baking powder,2014,5,1,3
4426,2014-05-01,Instant food products,2014,5,1,3
4182,2014-05-01,whole milk,2014,5,1,3
1891,2014-05-01,hygiene articles,2014,5,1,3
2618,2014-05-01,specialty chocolate,2014,5,1,3
1969,2014-05-01,cat food,2014,5,1,3
1969,2014-05-01,fruit/vegetable juice,2014,5,1,3
2238,2014-05-01,pastry,2014,5,1,3
3684,2014-05-01,newspapers,2014,5,1,3
4938,2014-05-01,UHT-milk,2014,5,1,3
2618,2014-05-01,bottled water,2014,5,1,3
1891,2014-05-01,white bread,2014,5,1,3
4601,2014-05-01,cream cheese ,2014,5,1,3
2174,2014-05-01,domestic eggs,2014,5,1,3
3684,2014-05-01,rolls/buns,2014,5,1,3
4997,2014-05-01,canned beer,2014,5,1,3
2238,2014-05-01,whole milk,2014,5,1,3
4938,2014-05-01,meat,2014,5,1,3
1969,2014-05-01,jam,2014,5,1,3
4426,2014-05-01,pastry,2014,5,1,3
2269,2014-05-01,hamburger meat,2014,5,1,3
1415,2014-05-01,sausage,2014,5,1,3
4182,2014-05-01,liver loaf,2014,5,1,3
2047,2014-05-01,tropical fruit,2014,5,1,3
4426,2014-05-01,pip fruit,2014,5,1,3
2238,2014-05-01,curd,2014,5,1,3
3684,2014-05-01,newspapers,2014,5,1,3
4442,2014-05-01,citrus fruit,2014,5,1,3
3814,2014-05-01,bottled water,2014,5,1,3
4601,2014-05-01,pot plants,2014,5,1,3
2174,2014-05-01,brown bread,2014,5,1,3
2193,2014-05-01,whole milk,2014,5,1,3
1969,2014-05-01,other vegetables,2014,5,1,3
2618,2014-05-01,flower (seeds),2014,5,1,3
4823,2014-05-01,UHT-milk,2014,5,1,3
2047,2014-05-01,cat food,2014,5,1,3
4182,2014-05-01,vinegar,2014,5,1,3
1415,2014-05-01,fruit/vegetable juice,2014,5,1,3
4938,2014-05-01,shopping bags,2014,5,1,3
4997,2014-05-01,whole milk,2014,5,1,3
2269,2014-05-01,sliced cheese,2014,5,1,3
3639,2014-05-01,sweet spreads,2014,5,1,3
3425,2014-05-01,citrus fruit,2014,5,1,3
2982,2014-05-01,coffee,2014,5,1,3
2847,2014-05-01,rolls/buns,2014,5,1,3
2129,2014-05-01,berries,2014,5,1,3
2725,2014-05-01,whole milk,2014,5,1,3
2018,2014-05-02,rolls/buns,2014,5,2,4
3306,2014-05-02,dog food,2014,5,2,4
4393,2014-05-02,coffee,2014,5,2,4
4177,2014-05-02,fruit/vegetable juice,2014,5,2,4
2066,2014-05-02,flour,2014,5,2,4
2169,2014-05-02,long life bakery product,2014,5,2,4
2453,2014-05-02,rolls/buns,2014,5,2,4
2164,2014-05-02,ice cream,2014,5,2,4
2001,2014-05-02,shopping bags,2014,5,2,4
4177,2014-05-02,yogurt,2014,5,2,4
2066,2014-05-02,pickled vegetables,2014,5,2,4
4645,2014-05-02,oil,2014,5,2,4
2289,2014-05-02,red/blush wine,2014,5,2,4
3476,2014-05-02,chocolate marshmallow,2014,5,2,4
1468,2014-05-02,seasonal products,2014,5,2,4
4645,2014-05-02,waffles,2014,5,2,4
3476,2014-05-02,rolls/buns,2014,5,2,4
1381,2014-05-02,other vegetables,2014,5,2,4
2289,2014-05-02,shopping bags,2014,5,2,4
2001,2014-05-02,chocolate,2014,5,2,4
2001,2014-05-02,yogurt,2014,5,2,4
1468,2014-05-02,shopping bags,2014,5,2,4
2320,2014-05-02,cream cheese ,2014,5,2,4
3298,2014-05-02,whole milk,2014,5,2,4
2001,2014-05-02,root vegetables,2014,5,2,4
1468,2014-05-02,onions,2014,5,2,4
2289,2014-05-02,berries,2014,5,2,4
3476,2014-05-02,frozen meals,2014,5,2,4
2018,2014-05-02,tropical fruit,2014,5,2,4
4393,2014-05-02,whole milk,2014,5,2,4
1381,2014-05-02,coffee,2014,5,2,4
2066,2014-05-02,frozen vegetables,2014,5,2,4
2169,2014-05-02,citrus fruit,2014,5,2,4
2453,2014-05-02,newspapers,2014,5,2,4
3306,2014-05-02,root vegetables,2014,5,2,4
2164,2014-05-02,whole milk,2014,5,2,4
3298,2014-05-02,margarine,2014,5,2,4
2320,2014-05-02,whole milk,2014,5,2,4
1381,2014-05-02,rolls/buns,2014,5,2,4
4177,2014-05-02,beef,2014,5,2,4
3428,2014-05-03,curd,2014,5,3,5
3808,2014-05-03,other vegetables,2014,5,3,5
1609,2014-05-03,fruit/vegetable juice,2014,5,3,5
3883,2014-05-03,UHT-milk,2014,5,3,5
1057,2014-05-03,salty snack,2014,5,3,5
2258,2014-05-03,yogurt,2014,5,3,5
1124,2014-05-03,bottled beer,2014,5,3,5
3883,2014-05-03,sweet spreads,2014,5,3,5
4896,2014-05-03,sweet spreads,2014,5,3,5
1010,2014-05-03,UHT-milk,2014,5,3,5
1057,2014-05-03,pickled vegetables,2014,5,3,5
2258,2014-05-03,frozen meals,2014,5,3,5
1124,2014-05-03,hygiene articles,2014,5,3,5
1010,2014-05-03,coffee,2014,5,3,5
4667,2014-05-03,chocolate,2014,5,3,5
4896,2014-05-03,whipped/sour cream,2014,5,3,5
4667,2014-05-03,white wine,2014,5,3,5
1475,2014-05-03,kitchen towels,2014,5,3,5
1209,2014-05-03,shopping bags,2014,5,3,5
2479,2014-05-03,bottled water,2014,5,3,5
3059,2014-05-03,sausage,2014,5,3,5
2900,2014-05-03,sausage,2014,5,3,5
4896,2014-05-03,root vegetables,2014,5,3,5
1209,2014-05-03,yogurt,2014,5,3,5
2479,2014-05-03,frozen meals,2014,5,3,5
4667,2014-05-03,canned beer,2014,5,3,5
1010,2014-05-03,pip fruit,2014,5,3,5
2716,2014-05-03,dessert,2014,5,3,5
3428,2014-05-03,other vegetables,2014,5,3,5
3808,2014-05-03,UHT-milk,2014,5,3,5
1609,2014-05-03,whole milk,2014,5,3,5
3059,2014-05-03,beverages,2014,5,3,5
2900,2014-05-03,bottled beer,2014,5,3,5
2716,2014-05-03,dental care,2014,5,3,5
1475,2014-05-03,pastry,2014,5,3,5
4896,2014-05-03,other vegetables,2014,5,3,5
2033,2014-05-04,sweet spreads,2014,5,4,6
3416,2014-05-04,bottled beer,2014,5,4,6
3696,2014-05-04,roll products ,2014,5,4,6
1399,2014-05-04,other vegetables,2014,5,4,6
4197,2014-05-04,long life bakery product,2014,5,4,6
3746,2014-05-04,spread cheese,2014,5,4,6
4199,2014-05-04,specialty cheese,2014,5,4,6
3863,2014-05-04,bottled water,2014,5,4,6
1127,2014-05-04,soda,2014,5,4,6
1028,2014-05-04,sugar,2014,5,4,6
2067,2014-05-04,bottled water,2014,5,4,6
4199,2014-05-04,curd,2014,5,4,6
3696,2014-05-04,frozen vegetables,2014,5,4,6
1761,2014-05-04,shopping bags,2014,5,4,6
3416,2014-05-04,rice,2014,5,4,6
2033,2014-05-04,canned beer,2014,5,4,6
1887,2014-05-04,frozen vegetables,2014,5,4,6
1887,2014-05-04,rolls/buns,2014,5,4,6
3523,2014-05-04,whisky,2014,5,4,6
1399,2014-05-04,softener,2014,5,4,6
3416,2014-05-04,canned vegetables,2014,5,4,6
2033,2014-05-04,pot plants,2014,5,4,6
